"121","1","2011-04-04 14:51:43","annebrle"
"122","1","2011-04-04 14:51:43","ambjorb"
"150","3","2011-04-04 14:51:43","mirathoe"
"151","1","2011-04-04 14:51:43","jonoddk"
"157","1","2011-04-04 14:51:43","rasmussc"
"160","2","2011-04-04 14:51:43","inamugge"
"163","2","2011-04-04 14:51:43","akselsm"
"178","1","2011-04-04 14:51:43","augustem"
"12","13","2011-04-11 15:04:30","mariusuv"
"15","2","2011-04-11 15:04:30","audunnys"
"24","3","2011-04-11 15:04:30","vidarton"
"46","1","2011-04-11 15:04:30","andrerei"
"117","4","2011-04-11 15:04:30","snorreri"
"119","4","2011-04-11 15:04:30","asmundu"
"124","5","2011-04-11 15:04:30","fredrol"
"125","6","2011-04-11 15:04:30","frederli"
"132","2","2011-04-11 15:04:30","mollystr"
"150","2","2011-04-11 15:04:30","mirathoe"
"151","1","2011-04-11 15:04:30","jonoddk"
"152","2","2011-04-11 15:04:30","moradian"
"157","2","2011-04-11 15:04:30","rasmussc"
"162","1","2011-04-11 15:04:30","inebeate"
"163","3","2011-04-11 15:04:30","akselsm"
"167","2","2011-04-11 15:04:30","espentun"
"168","1","2011-04-11 15:04:30","marikja"
"170","2","2011-04-11 15:04:30","mosberg"
"175","3","2011-04-11 15:04:30","maaland"
